5,2,240,187,191,2.075043,-78,255_,022450.00,0438.09449,N,07404.10071,W,1,10,1.00,2614.9,M,4.7,M,,*55_
5,2,240,186,190,2.076177,-84,255_,022404.00,0438.09485,N,07404.10190,W,1,11,0.94,2616.0,M,4.7,M,,*5C_
5,2,240,185,189,2.056435,-86,255_,022330.00,0438.09367,N,07404.10202,W,1,12,0.98,2617.7,M,4.7,M,,*56_
5,2,240,184,188,2.059667,-84,255_,022244.00,0438.09444,N,07404.10207,W,1,08,1.12,2617.1,M,4.7,M,,*59_
5,2,240,183,187,2.054729,-85,255_,022205.00,0438.09587,N,07404.10164,W,1,09,0.96,2615.5,M,4.7,M,,*5E_
5,2,240,182,186,2.069413,-85,255_,022130.00,0438.09643,N,07404.10117,W,1,11,1.03,2616.8,M,4.7,M,,*5E_
5,2,240,181,185,2.060191,-86,255_,022047.00,0438.09636,N,07404.10183,W,1,12,1.02,2617.4,M,4.7,M,,*5F_
5,2,240,180,184,2.064691,-88,255_,022001.00,0438.09591,N,07404.10381,W,1,09,1.11,2605.3,M,4.7,M,,*5F_
5,2,240,179,183,2.058988,-83,255_,021917.00,0438.09512,N,07404.10528,W,1,10,0.98,2606.7,M,4.7,M,,*53_
5,2,240,178,182,2.066760,-88,255_,021834.00,0438.09426,N,07404.10364,W,1,11,0.98,2611.1,M,4.7,M,,*5A_
5,2,240,178,181,2.066760,-88,255_,021743.00,0438.09279,N,07404.10307,W,1,10,0.96,2614.4,M,4.7,M,,*53_
5,2,240,177,180,2.060597,-88,255_,021656.00,0438.09717,N,07404.10477,W,1,11,0.97,2612.8,M,4.7,M,,*51_
5,2,240,176,179,2.059139,-90,255_,021617.00,0438.09577,N,07404.10414,W,1,12,0.92,2619.9,M,4.7,M,,*59_
5,2,240,175,178,2.064715,-86,255_,021542.00,0438.09709,N,07404.10208,W,1,12,0.89,2631.5,M,4.7,M,,*56_
5,2,240,174,177,2.091925,-84,255_,021456.00,0438.09486,N,07404.10201,W,1,12,0.91,2627.4,M,4.7,M,,*50_
5,2,240,173,176,2.080440,-83,255_,021421.00,0438.09483,N,07404.10310,W,1,12,0.91,2616.0,M,4.7,M,,*52_
5,2,240,172,175,2.065972,-88,255_,021338.00,0438.09209,N,07404.10381,W,1,11,0.93,2606.4,M,4.7,M,,*55_
5,2,240,171,174,2.077685,-86,255_,021252.00,0438.09045,N,07404.10411,W,1,11,0.92,2601.5,M,4.7,M,,*5B_
5,2,240,170,173,2.064382,-86,255_,021218.00,0438.09583,N,07404.10667,W,1,11,0.92,2585.1,M,4.7,M,,*52_
5,2,240,169,172,2.069744,-84,255_,021129.00,0438.09532,N,07404.10397,W,1,11,0.98,2602.1,M,4.7,M,,*55_
5,2,240,168,171,2.093432,-86,255_,021050.00,0438.09445,N,07404.10379,W,1,10,0.92,2594.1,M,4.7,M,,*5C_
5,2,240,167,170,2.079638,-88,255_,021010.00,0438.09763,N,07404.10540,W,1,12,0.92,2586.6,M,4.7,M,,*55_
5,2,240,166,169,2.079698,-84,255_,020935.00,0438.09606,N,07404.10647,W,1,12,0.98,2592.2,M,4.7,M,,*57_
5,2,240,165,168,2.065387,-86,255_,020857.00,0438.09875,N,07404.10794,W,1,12,0.89,2605.3,M,4.7,M,,*5B_
5,2,240,164,167,2.070627,-86,255_,020820.00,0438.09837,N,07404.10494,W,1,12,0.91,2621.3,M,4.7,M,,*51_
